30,198393515
31,58701411
96,389104621
82,355047138
29,357236736
73,424134593
79,404836090
28,34167680
54,87171158
11,216210899
39,248331160
45,277726782
31,286967301
21,343345447
46,222889868
17,469710435
29,165343351
66,315149777
81,399016005
23,301085639
16,199256450
7,11733285
95,193773603
54,490267265
72,132775271
55,225174782
94,67159121
40,415250857
73,307348919
91,274283216
59,269952280
58,474813038
84,338531390
92,238780435
18,85104421
88,270537804
41,10385201
80,34312989
22,6195626
19,52212154
5,277294663
55,45708831
67,208693756
79,125255282
8,332076413
98,192648467
0,39860554
7,89258801
30,292278651
92,260797497
74,389927702
11,466202702
28,383581516
71,444648878
0,105049268
13,394625899
91,536360064
2,124289896
19,117534231
51,72442617
14,353088021
51,514334793
46,451362517
51,190949088
59,329338928
64,201476648
52,159258133
54,426828356
57,294147145
92,480301663
52,228430565
23,133752002
10,420209622
32,494096616
42,396265721
95,175746224
9,155444589
11,513982943
83,378081397
80,164441456
15,245044037
9,30571959
88,489159515
17,219556107
74,35549639
59,67446324
24,88078775
24,423129958
13,347319849
22,365897064
78,525191929
66,249497316
1,112825062
92,174107058
10,163202248
21,405269617
85,269545951
21,340268567
27,325068605
91,64145854
46,264469615
22,223556732
57,515543374
26,132543904
26,100625098
38,408835533
21,161780932
40,525288562
3,396176207
43,294147145
59,68182887
15,281659047
76,511550749
38,437904568
22,113183305
64,461551065
93,121444064
90,188127930
37,4372329
7,258384379
13,524829213
20,176536415
94,389020793
29,194656583
42,41094776
30,210139829
78,474991272
18,333362540
60,156989707
15,413268887
84,355136398
88,57641094
12,317409363
60,109739173
20,174124443
72,424807373
53,289439427
78,40947445
62,501865817
27,69941082
21,456793275
23,7473378
76,105182118
25,27990911
41,405860490
89,265821453
76,283616913
78,410164656
85,495030930
0,274665909
33,432279100
52,282386040
92,512758612
29,85692769
47,297793737
65,18557311
38,75877125
28,30215066
31,174611191
67,513060191
65,358048913
13,233795314
0,285765811
53,98092977
37,160241653
58,118744425
45,345930158
54,516988316
96,6703566
85,314287212
12,530924765
49,504049738
37,180129837
73,154988617
86,472197698
97,307084904
36,163923557
36,61205902
20,112649583
70,25349885
34,122968352
29,217155363
84,284232304
86,492884320
23,114460961
49,21355806
71,272137797
45,236916406
74,365092021
18,170402250
99,319819753
52,155994188
2,273470487
2,282615359
93,433449408
22,32464052
5,237630204
63,60118585
2,443206753
33,322348543
85,375577195
2,513399449
64,11049437
8,81422483
67,19760460
43,340003911
45,965336
42,24978767
52,324249902
72,267667021
52,515310451
21,470772529
25,528113223
3,379569879
83,464715662
18,289576713
39,125813257
50,18863593
11,384740628
53,169029552
70,169305191
6,201037057
33,424757010
98,403711824
71,523474602
89,438567288
44,348232264
89,499530434
67,487657347
87,284462129
83,536218104
87,184921407
24,209798572
40,342988957
11,48492272
51,368358406
66,358022532
41,325561824
57,122208836
52,39720740
10,17020592
12,62635205
7,98690506
38,252880680
83,536298569
98,50986048
7,340014815
89,326024811
58,334128712
4,515451467
89,189781628
51,82022569
24,167279338
0,189318607
15,479674374
18,418262096
1,293009542
88,331393784
36,237789738
55,531571261
45,207795091
12,272039859
1,209677081
40,91457829
73,86840730
68,26193860
32,170552570
79,275521189
41,112590448
77,437566270
74,418218396
8,33668249
97,2577958
11,336822771
68,120660592
22,458726627
76,118831588
50,117299693
43,416758002
53,161301301
48,369920565
69,281630449
21,262452392
78,303586103
29,188531153
83,183057998
54,403489733
62,493420601
33,526586280
63,246718141
76,23673230
65,219389553
57,107142225
94,253272120
11,265710115
35,234708219
48,465416835
12,113958360
83,67191020
93,395134489
13,162185350
31,109919900
38,49821024
36,184714537
85,482617617
61,36508952
85,504006791
4,495449526
26,140332045
20,4635114
89,49011751
55,533371512
33,248624903
82,267587887
40,525517448
69,396537421
55,286759558
6,479656819
57,102903797
77,99655547
90,466285870
78,370495037
61,72559314
91,151383493
7,4417833
42,467369503
83,464252275
53,63674989
54,487277937
25,214080516
80,338767166
10,434482622
2,465980050
63,70107204
83,505801129
77,416754202
60,321281741
31,2166064
42,5355130
35,53427235
26,323026477
29,267516211
23,398439477
30,62138252
2,81678094
46,258796704
1,214671999
38,91927654
44,329659100
10,68535040
45,4635114
75,263534329
45,249564436
29,427222346
85,67423519
2,494548503
65,109413095
12,201008741
96,144674634
66,98826162
12,421039015
46,429249952
5,436032651
34,201897031
22,119783600
34,350517816
89,501259379
44,532189189
33,170759189
43,325363909
93,196597333
60,212072796
82,515543374
13,286085320
67,225184781
25,489221511
18,13924091
36,265246626
78,420708501
30,13258605
41,27849768
12,317304288
30,279868922
36,346550287
88,360604796
73,304361224
13,476222411
54,128377712
31,145412928
62,164050429
53,10625488
2,393042399
62,300744230
49,265509265
92,363392016
54,447027493
27,385232588
67,496932479
95,80752008
51,299562608
9,53743659
29,502344111
39,234276267
79,379875886
28,402003882
28,64251671
24,266715805
99,286015080
91,150383799
55,405586792
64,446478803
24,115430114
89,452645155
4,303055445
19,347667549
5,113222326
23,71618097
37,505433914
6,355125135
83,99420497
71,384929531
22,188613606
5,202243089
88,500477874
77,11868463
29,354861030
16,380844592
1,485298014
79,63942793
8,324856357
78,345747243
18,111586218
37,347487179
73,203581469
30,398793232
82,513982943
92,253116912
5,492421831
54,231263181
70,177708291
31,295238599
85,308044684
3,265853303
62,137508695
49,10857188
83,188573743
73,109198915
57,411493721
3,536609305
36,260786956
4,245488555
10,172366958
38,499746681
22,457905398
51,157770935
91,225461560
28,192351103
5,19335340
28,399914387
34,136100932
84,68838688
78,186670755
75,532735674
30,413585478
85,330285159
15,147035644
18,127221720
56,128458599
26,27064757
33,261731210
99,493420601
10,81942268
39,489216777
4,226328234
90,382882654
9,493964808
42,78095221
34,67343191
67,14596127
9,149845188
21,57705372
89,421242132
55,414245356
3,496757255
39,30685098
41,174747220
93,167761306
85,29948220
85,50907881
15,175752643
64,55930828
60,342709150
47,353407767
43,74909108
4,342018578
89,214415492
34,21610788
7,90414254
1,455443685
81,299923445
16,125097814
58,305682189
8,295312533
18,108649242
11,204926507
57,507517223
60,155499119
29,411493721
55,329995740
75,117017685
43,432739498
24,52461763
65,199790594
74,431194174
79,126544231
18,122698407
17,225209892
55,202100949
99,253456159
65,266927732
6,450441059
1,517571943
1,14475825
1,285651644
29,354861030
36,179091081
90,424201828
44,149055155
88,343731422
26,350834794
86,30858105
32,19876736
37,117516515
80,484997055
15,301284378
6,438237351
96,159748510
54,294214766
59,51603611
99,136759436
58,137508695
43,169305191
16,315227855
45,169305191
54,381526897
98,299964519
92,434849982
85,68528584
4,155955708
45,443563417
1,20043493
3,59052532
66,423729038
10,413799553
87,93410231
39,496868895
56,455070568
30,329899354
0,521895729
2,432208642
20,326276665
64,323072239
11,489354113
69,452172894
80,173184186
60,135646083
69,190192273
56,414978855
62,476249229
79,429751918
31,510375473
81,232710843
38,256199661
20,267516211
14,525927015
80,500668567
69,351865653
9,62838267
31,478916593
31,475491982
18,292838461
43,420034958
16,179664406
97,229148623
11,144513496
64,169850399
2,26493364
35,237551995
26,469759067
88,31331468
4,46045404
23,313227290
90,112726241
30,79021294
78,273144262
56,292409030
48,158129632
20,371848444
31,371769124
20,271403604
69,45480247
45,66627148
23,166291244
76,420202988
